fiscal_year,forecast_tn,actual_tn,forecast_source_url,actual_source_url,notes
2000,85.8705,86.2737,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2001,131.9037,133.2127,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2002,133.9683,136.4271,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2003,141.4228,138.8025,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2004,162.3407,160.0702,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2005,169.5051,165.0379,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2006,165.4351,161.1502,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2007,143.838,141.341,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2008,126.29,135.6775,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2009,132.2854,151.8453,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2010,162.4139,151.5385,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2011,169.5943,176.168,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2012,174.2313,177.5303,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2013,170.5452,164.3114,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2014,181.5388,171.9857,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2015,170.0241,163.8691,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2016,162.2028,167.9053,https://web.archive.org/web/20170825102805/http://www.mof.go.jp/jgbs/reference/appendix/hakkou03.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「国債発行額の推移(当初ベース)」(hakkou03.pdf、2017年8月25日時点のInternet Archive保存版、平成10～29年度収録)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2017,153.9633,152.0134,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2018,149.8856,148.3107,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2019,148.7293,154.1801,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2020,153.4621,256.8553,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2021,236.0082,210.6897,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2022,215.038,212.3454,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2023,205.7803,193.4552,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み
2024,181.9956,180.8819,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み。原資料脚注により令和6年度までが決算に基づく実績
2025,176.8568,,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,,[見通しのみ]計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額。令和7年度は決算未確定のため実績欄は空欄。[参考]補正後予算ベースの発行総額: 189.5869兆円(hakkou02.pdf、原資料脚注に「令和7年度は補正後」と明記。決算確定後に実績値へ差し替え予定)
2026,180.692,,https://www.mof.go.jp/jgbs/reference/appendix/hakkou01.pdf,https://www.mof.go.jp/jgbs/reference/appendix/hakkou02.pdf,計画は財務省「最近10年間の国債発行額の推移(当初予算ベース)」(hakkou01.pdf)。実績は財務省「国債発行額の推移(実績ベース)」(hakkou02.pdf)。国債発行総額(建設国債+特例国債+復興債等特例公債+財投債+借換債の合計、収入金ベース)の当初計画額と実績額。区分定義(小計+復興債等+財投債+借換債=計)が原資料の合計欄で一致することを確認済み。令和8年度は当初予算のみで決算・補正とも未公表のため実績は空欄
